paperNum,ins,lat,lng,ins1,lat1,lng1,year1,journal
691,University of Georgia,33.9480053,-83.3773221,University of Georgia,33.9480053,-83.3773221,1976,PSPB
692,Iowa State University,42.0266187,-93.6464654,Iowa State University,42.0266187,-93.6464654,1976,PSPB
693,University of South Florida,28.0587031,-82.4138539,University of South Florida,28.0587031,-82.4138539,1976,PSPB
695,Florida State University,30.4418778,-84.2984889,Florida State University,30.4418778,-84.2984889,1976,PSPB
697,Kent State University,41.1490629,-81.3414649,Kent State University,41.1490629,-81.3414649,1976,PSPB
698,Dartmouth College,43.7044406,-72.2886935,Dartmouth College,43.7044406,-72.2886935,1976,PSPB
699,Georgia State University,33.753068,-84.3852819,Georgia State University,33.753068,-84.3852819,1976,PSPB
700,Rutgers - The State University,40.5008186,-74.4473991,Rutgers - The State University,40.5008186,-74.4473991,1976,PSPB
701,"University of California, Irvine",33.6404952,-117.8442962,"University of California, Irvine",33.6404952,-117.8442962,1976,PSPB
702,Graduate School and University Center City University of New York,40.748449,-73.9834916,Graduate School and University Center City University of New York,40.748449,-73.9834916,1976,PSPB
703,University of Utah,40.7649368,-111.8421021,University of Utah,40.7649368,-111.8421021,1976,PSPB
704,Swarthmore College,39.9040349,-75.3523171,Swarthmore College,39.9040349,-75.3523171,1976,PSPB
705,University of Florida,29.6436325,-82.3549302,University of Florida,29.6436325,-82.3549302,1976,PSPB
706,Ohio State University,40.0141905,-83.0309143,Ohio State University,40.0141905,-83.0309143,1976,PSPB
707,Kent State University,41.1490629,-81.3414649,Kent State University,41.1490629,-81.3414649,1976,PSPB
708,University of Alberta,53.5232189,-113.5263186,University of Alberta,53.5232189,-113.5263186,1976,PSPB
709,University of New Mexico,35.0843187,-106.6197812,University of New Mexico,35.0843187,-106.6197812,1976,PSPB
710,"Queens College, City University of New York",40.7362341,-73.8160795,"Queens College, City University of New York",40.7362341,-73.8160795,1976,PSPB
711,The College of Charleston,32.7841884,-79.9370887,The College of Charleston,32.7841884,-79.9370887,1976,PSPB
712,The University of Michigan Ann Arbor Veterans Administration Hospital,42.2780436,-83.7382241,The University of Michigan Ann Arbor Veterans Administration Hospital,42.2780436,-83.7382241,1976,PSPB
713,"University of California, Santa Cruz",36.9915847,-122.0582771,"University of California, Santa Cruz",36.9915847,-122.0582771,1976,PSPB
714,"University of California, Santa Cruz",36.9915847,-122.0582771,"University of California, Santa Cruz",36.9915847,-122.0582771,1976,PSPB
715,University of Florida,29.6436325,-82.3549302,University of Florida,29.6436325,-82.3549302,1976,PSPB
716,University of Wisconsin-Eau Claire,44.7967459,-91.5034191,University of Wisconsin-Eau Claire,44.7967459,-91.5034191,1976,PSPB
717,University of Toronto,43.7077119,-79.3949416,University of Toronto,43.7077119,-79.3949416,1976,PSPB
718,University of Nebraska-Lincoln,40.8201966,-96.7004763,University of Nebraska-Lincoln,40.8201966,-96.7004763,1976,PSPB
719,University of Oregon and Oregon Research Institute,44.0448302,-123.0726055,University of Oregon and Oregon Research Institute,44.0448302,-123.0726055,1976,PSPB
1876,Illinois Benedictine College,41.7783779,-88.0967798,University of Illinois at Chicago Circle,41.8719123,-87.6479535,1976,PSPB
1893,University of Iowa,41.6626963,-91.5548998,University of Kansas,38.9543439,-95.2557961,1976,PSPB
1894,Purdue University,40.4237054,-86.9211946,University of Missouri-Columbia,38.9403808,-92.3277375,1976,PSPB
1877,Florida State University,30.4418778,-84.2984889,Florida State University,30.4418778,-84.2984889,1976,PSPB
1878,"Miami University, Oxford, Ohio",39.5105334,-84.7308768,"Miami University, Oxford, Ohio",39.5105334,-84.7308768,1976,PSPB
1879,University of Manitoba,49.8075008,-97.1366259,University of Manitoba,49.8075008,-97.1366259,1976,PSPB
1880,San Diego State University,32.7757217,-117.0718893,San Diego State University,32.7757217,-117.0718893,1976,PSPB
1881,University of Texas at Austin,30.2849185,-97.7340567,University of Texas at Austin,30.2849185,-97.7340567,1976,PSPB
1882,Indiana University of Pennsylvania,40.6140124,-79.1614669,Indiana University of Pennsylvania,40.6140124,-79.1614669,1976,PSPB
1883,Syracuse University,43.0391534,-76.1351158,Syracuse University,43.0391534,-76.1351158,1976,PSPB
1884,University of Pittsburgh,40.4443533,-79.960835,University of Pittsburgh,40.4443533,-79.960835,1976,PSPB
1885,Harvard Graduate School of Education University of Massachusetts - Boston,42.3754607,-71.1219533,Harvard Graduate School of Education University of Massachusetts - Boston,42.3754607,-71.1219533,1976,PSPB
1886,Purdue University,40.4237054,-86.9211946,Purdue University,40.4237054,-86.9211946,1976,PSPB
1887,"Queens College, City University of New York",40.7362341,-73.8160795,"Queens College, City University of New York",40.7362341,-73.8160795,1976,PSPB
1888,Boston College,42.3355488,-71.1684945,Boston College,42.3355488,-71.1684945,1976,PSPB
1889,Stanford University,37.4274745,-122.169719,Stanford University,37.4274745,-122.169719,1976,PSPB
1890,Old Dominion University,36.8853217,-76.3058786,Old Dominion University,36.8853217,-76.3058786,1976,PSPB
1892,University of Toronto,43.7077119,-79.3949416,University of Toronto,43.7077119,-79.3949416,1976,PSPB
1895,University of North Carolina at Greensboro,36.0689296,-79.8101975,University of North Carolina at Greensboro,36.0689296,-79.8101975,1976,PSPB
1896,Rutgers University,40.5008186,-74.4473991,Rutgers University,40.5008186,-74.4473991,1976,PSPB
1897,Mississippi State University,33.4551742,-88.7943766,Mississippi State University,33.4551742,-88.7943766,1976,PSPB
1898,Trinity University,29.4618444,-98.4831622,Trinity University,29.4618444,-98.4831622,1976,PSPB
1899,San Diego State University,32.7757217,-117.0718893,San Diego State University,32.7757217,-117.0718893,1976,PSPB
1900,University of Georgia,33.9480053,-83.3773221,University of Georgia,33.9480053,-83.3773221,1976,PSPB
1914,Dartmouth College,43.7044406,-72.2886935,"Graduate Center, City University of New York",40.748449,-73.9834916,1977,PSPB
1914,"Graduate Center, City University of New York",40.748449,-73.9834916,University of Miami,25.7191685,-80.2771253,1977,PSPB
1914,University of Miami,25.7191685,-80.2771253,University of Texas at Austin,30.2849185,-97.7340567,1977,PSPB
1915,"The Counseling Center, Bangor, Maine",44.8018506,-68.7692695,University of Maine at Orono,44.9012197,-68.6666508,1977,PSPB
1920,Miss. State University,33.4551742,-88.7943766,University of Texas,30.2849185,-97.7340567,1977,PSPB
1921,Georgia State University,33.753068,-84.3852819,San Diego State University,32.7757217,-117.0718893,1977,PSPB
1924,"Smoke Psychological Laboratories, Gettysburg College",39.8356944,-77.2356339,U. S. Naval Air Development Center,40.2168719,-75.0662806,1977,PSPB
1927,"California State College, Dominguez Hills",33.8633706,-118.2552809,University of Tel Aviv,32.1133141,34.8043877,1977,PSPB
1928,Purdue University,40.4237054,-86.9211946,University of Connecticut,41.8077414,-72.2539805,1977,PSPB
1901,"University of Illinois, Urbana-Champaign",40.1019523,-88.2271615,"University of Illinois, Urbana-Champaign",40.1019523,-88.2271615,1977,PSPB
1902,Manhattanville College,41.0304301,-73.7126803,Manhattanville College,41.0304301,-73.7126803,1977,PSPB
1903,University of Toronto,43.7077119,-79.3949416,University of Toronto,43.7077119,-79.3949416,1977,PSPB
1904,University of Utah,40.7649368,-111.8421021,University of Utah,40.7649368,-111.8421021,1977,PSPB
1905,University of California at Santa Cruz,36.9915847,-122.0582771,University of California at Santa Cruz,36.9915847,-122.0582771,1977,PSPB
1906,University of Alberta,53.5232189,-113.5263186,University of Alberta,53.5232189,-113.5263186,1977,PSPB
1907,Indiana-Purdue University at Indianapolis,39.7738832,-86.1763393,Indiana-Purdue University at Indianapolis,39.7738832,-86.1763393,1977,PSPB
1908,University of Wisconsin,43.076592,-89.4124875,University of Wisconsin,43.076592,-89.4124875,1977,PSPB
1909,"Brooklyn College, CONY",40.5893941,-73.9744327,"Brooklyn College, CONY",40.5893941,-73.9744327,1977,PSPB
1910,"University of Maryland, College Park",38.9869183,-76.9425543,"University of Maryland, College Park",38.9869183,-76.9425543,1977,PSPB
1911,University of California at Berkeley,37.8718992,-122.2585399,University of California at Berkeley,37.8718992,-122.2585399,1977,PSPB
1912,University of Rochester,43.1305531,-77.6260033,University of Rochester,43.1305531,-77.6260033,1977,PSPB
1913,Illinois Institute for Developmental Disabilities,41.8675103,-87.6678744,Illinois Institute for Developmental Disabilities,41.8675103,-87.6678744,1977,PSPB
1916,University of Akron,41.076655,-81.5113386,University of Akron,41.076655,-81.5113386,1977,PSPB
1917,Loyola University of Chicago,41.9989483,-87.6582592,Loyola University of Chicago,41.9989483,-87.6582592,1977,PSPB
1918,Tufts University,42.4074843,-71.1190232,Tufts University,42.4074843,-71.1190232,1977,PSPB
1919,University of Illinois,40.1019523,-88.2271615,University of Illinois,40.1019523,-88.2271615,1977,PSPB
1922,University of Alabama in Birmingham,33.5021227,-86.8064447,University of Alabama in Birmingham,33.5021227,-86.8064447,1977,PSPB
1923,Kent State University,41.1490629,-81.3414649,Kent State University,41.1490629,-81.3414649,1977,PSPB
1925,"Smoke Psychological Laboratories, Gettysburg College",39.8356944,-77.2356339,"Smoke Psychological Laboratories, Gettysburg College",39.8356944,-77.2356339,1977,PSPB
1926,University of Toronto,43.7077119,-79.3949416,University of Toronto,43.7077119,-79.3949416,1977,PSPB
1929,Purdue University,40.4237054,-86.9211946,Purdue University,40.4237054,-86.9211946,1977,PSPB
1930,San Diego State University,32.7757217,-117.0718893,San Diego State University,32.7757217,-117.0718893,1977,PSPB
1931,Yale University,41.3163244,-72.9223431,Yale University,41.3163244,-72.9223431,1977,PSPB
1932,The Graduate School and University Center The City University of New York,40.748449,-73.9834916,The Graduate School and University Center The City University of New York,40.748449,-73.9834916,1977,PSPB
1933,The Pennsylvania State University,40.7982133,-77.8599084,The Pennsylvania State University,40.7982133,-77.8599084,1977,PSPB
1934,University of Rochester,43.1305531,-77.6260033,University of Rochester,43.1305531,-77.6260033,1977,PSPB
1935,Northwestern University,42.0564594,-87.675267,Northwestern University,42.0564594,-87.675267,1977,PSPB
1936,Purdue University,40.4237054,-86.9211946,Purdue University,40.4237054,-86.9211946,1977,PSPB
1937,University of North Carolina-Charlotte,35.3070929,-80.735164,University of North Carolina-Charlotte,35.3070929,-80.735164,1977,PSPB
1938,"Teachers College, Columbia University",40.809773,-73.959971,"Teachers College, Columbia University",40.809773,-73.959971,1977,PSPB
1939,University of Alberta,53.5232189,-113.5263186,University of Alberta,53.5232189,-113.5263186,1977,PSPB
1942,1Ohio State Universit,40.0141905,-83.0309143,University of North Carolina,35.9049122,-79.0469134,1977,PSPB
1951,Oakland University,42.6679486,-83.2081632,University of Alberta,53.5232189,-113.5263186,1977,PSPB
1940,University of Michigan and Ann Arbor VA Hospital,42.2780436,-83.7382241,University of Michigan and Ann Arbor VA Hospital,42.2780436,-83.7382241,1977,PSPB
1941,University of Houston Victoria Campus,28.8166332,-96.9784782,University of Houston Victoria Campus,28.8166332,-96.9784782,1977,PSPB
1943,Ohio State University,40.0141905,-83.0309143,Ohio State University,40.0141905,-83.0309143,1977,PSPB
1944,The Ohio State University,40.0141905,-83.0309143,The Ohio State University,40.0141905,-83.0309143,1977,PSPB
1945,Arizona State University,33.4242399,-111.9280527,Arizona State University,33.4242399,-111.9280527,1977,PSPB
1946,Tel-Aviv University,32.1133141,34.8043877,Tel-Aviv University,32.1133141,34.8043877,1977,PSPB
1947,University of Rochester,43.1305531,-77.6260033,University of Rochester,43.1305531,-77.6260033,1977,PSPB
1948,Northwestern University,42.0564594,-87.675267,Northwestern University,42.0564594,-87.675267,1977,PSPB
1949,University of Connecticut,41.8077414,-72.2539805,University of Connecticut,41.8077414,-72.2539805,1977,PSPB
1950,University of Connecticut,41.8077414,-72.2539805,University of Connecticut,41.8077414,-72.2539805,1977,PSPB
1952,"State University of New York, College at Brockport",43.210018,-77.9507327,"State University of New York, College at Brockport",43.210018,-77.9507327,1977,PSPB
1953,Hiami University,39.5105334,-84.7308768,Hiami University,39.5105334,-84.7308768,1977,PSPB
1954,University of Connecticut,41.8077414,-72.2539805,University of Connecticut,41.8077414,-72.2539805,1977,PSPB
1955,University of Georgia,33.9480053,-83.3773221,University of Georgia,33.9480053,-83.3773221,1977,PSPB
1956,University of Massachusetts at Boston,42.3149047,-71.0375853,University of Massachusetts at Boston,42.3149047,-71.0375853,1977,PSPB
1957,University of Iowa,41.6626963,-91.5548998,University of Iowa,41.6626963,-91.5548998,1977,PSPB
1958,Florida State University,30.4418778,-84.2984889,Florida State University,30.4418778,-84.2984889,1977,PSPB
1959,Stanford University,37.4274745,-122.169719,Stanford University,37.4274745,-122.169719,1977,PSPB
1960,College of the Mainland,29.395552,-95.000882,College of the Mainland,29.395552,-95.000882,1977,PSPB
1961,Boston University,42.3504997,-71.1053991,Boston University,42.3504997,-71.1053991,1977,PSPB
1962,University of Maine at Orono,44.9012197,-68.6666508,University of Maine at Orono,44.9012197,-68.6666508,1977,PSPB
1963,University of Wisconsin-Eau Claire,44.7967459,-91.5034191,University of Wisconsin-Eau Claire,44.7967459,-91.5034191,1977,PSPB
1964,Western Washington State College,47.7609327,-122.1913677,Western Washington State College,47.7609327,-122.1913677,1977,PSPB
1965,Antioch College,39.7993346,-83.8877186,Antioch College,39.7993346,-83.8877186,1977,PSPB
1966,Institute for Policy Studies,38.9076329,-77.0419317,Institute for Policy Studies,38.9076329,-77.0419317,1977,PSPB
1967,Swarthmore College,39.9040349,-75.3523171,Swarthmore College,39.9040349,-75.3523171,1977,PSPB
1968,"University of California, Santa Cruz",36.9915847,-122.0582771,"University of California, Santa Cruz",36.9915847,-122.0582771,1977,PSPB
3279,Boston University,42.3504997,-71.1053991,Tel-Aviv University,32.1133141,34.8043877,1978,PSPB
3279,Tel-Aviv University,32.1133141,34.8043877,University of Pittsburgh,40.4443533,-79.960835,1978,PSPB
3252,Rutgers University,40.5008186,-74.4473991,University of Wisconsin,43.076592,-89.4124875,1978,PSPB
3254,Marquette University,43.038473,-87.9304455,"University of Nevada, Reno",39.5441917,-119.816397,1978,PSPB
3258,"University of North Carolina, Greensboro",36.0689296,-79.8101975,University of Texas at Arlington,32.7298718,-97.1140116,1978,PSPB
3266,Temple University,39.9811935,-75.1553512,University of Minnesota,44.97399,-93.2277285,1978,PSPB
3274,Department of Psychology Union College,42.8177125,-73.9295987,"Institute for Behavioral Research, Department of Psychology, University of Georgia",33.9525095,-83.3729402,1978,PSPB
3275,Colorado State University,40.573436,-105.0865473,Yale University,41.3163244,-72.9223431,1978,PSPB
3276,Princeton University,40.3439888,-74.6514481,University of Waterloo,43.4722854,-80.5448576,1978,PSPB
3282,Florida Technological University,28.0646888,-80.623022,University of Mississippi Medical Center,32.3297582,-90.173937,1978,PSPB
3286,"California State College, San Bernardino",34.1821786,-117.3235324,Wayne State University,42.3591388,-83.0665462,1978,PSPB
3251,State University of New York at Albany,42.6480319,-73.7496757,State University of New York at Albany,42.6480319,-73.7496757,1978,PSPB
3253,Clarkson College of Technology,44.6637611,-74.998544,Clarkson College of Technology,44.6637611,-74.998544,1978,PSPB
3255,"University of Illinois, Urbana-Champaign",40.1019523,-88.2271615,"University of Illinois, Urbana-Champaign",40.1019523,-88.2271615,1978,PSPB
3256,Northern Illinois University,41.9333925,-88.764021,Northern Illinois University,41.9333925,-88.764021,1978,PSPB
3257,University of Houston Victoria Campus,28.8166332,-96.9784782,University of Houston Victoria Campus,28.8166332,-96.9784782,1978,PSPB
3259,Case Western Reserve University,41.5043413,-81.6083838,Case Western Reserve University,41.5043413,-81.6083838,1978,PSPB
3260,"California State University, Sacramento",38.5612918,-121.4240519,"California State University, Sacramento",38.5612918,-121.4240519,1978,PSPB
3261,North Carolina State University,35.7846633,-78.6820946,North Carolina State University,35.7846633,-78.6820946,1978,PSPB
3262,Drake University,41.6029128,-93.6552984,Drake University,41.6029128,-93.6552984,1978,PSPB
3263,"University of California, Riverside",33.9737055,-117.3280644,"University of California, Riverside",33.9737055,-117.3280644,1978,PSPB
3264,Texas A & M University,29.2177737,-99.7595898,Texas A & M University,29.2177737,-99.7595898,1978,PSPB
3265,Northern Illinois University,41.9333925,-88.764021,Northern Illinois University,41.9333925,-88.764021,1978,PSPB
3267,Claremont Graduate School,34.1040414,-117.7139694,Claremont Graduate School,34.1040414,-117.7139694,1978,PSPB
3268,"University College, University of Maryland",38.91265,-76.847599,"University College, University of Maryland",38.91265,-76.847599,1978,PSPB
3269,University of Southern California,34.0223519,-118.285117,University of Southern California,34.0223519,-118.285117,1978,PSPB
3270,Yale University,41.3163244,-72.9223431,Yale University,41.3163244,-72.9223431,1978,PSPB
3271,Ohio State University,40.0141905,-83.0309143,Ohio State University,40.0141905,-83.0309143,1978,PSPB
3273,"Department of Psychology, University of Georgia",33.9525095,-83.3729402,"Department of Psychology, University of Georgia",33.9525095,-83.3729402,1978,PSPB
3277,University of Toronto,43.7077119,-79.3949416,University of Toronto,43.7077119,-79.3949416,1978,PSPB
3278,Mercyhurst College,42.1050703,-80.0536593,Mercyhurst College,42.1050703,-80.0536593,1978,PSPB
3280,Illinois Institute of Technology,41.8348731,-87.6270059,Illinois Institute of Technology,41.8348731,-87.6270059,1978,PSPB
3281,Princeton University,40.3439888,-74.6514481,Princeton University,40.3439888,-74.6514481,1978,PSPB
3283,Purdue University,40.4237054,-86.9211946,Purdue University,40.4237054,-86.9211946,1978,PSPB
3284,Loyola University of Chicago,41.9989483,-87.6582592,Loyola University of Chicago,41.9989483,-87.6582592,1978,PSPB
3285,University of Kansas,38.9543439,-95.2557961,University of Kansas,38.9543439,-95.2557961,1978,PSPB
3287,University of Kansas,38.9543439,-95.2557961,University of Kansas,38.9543439,-95.2557961,1978,PSPB
3315,"Dept. of Psychology, Marymount Manhattan College, 221 East 71 St., New York, N.Y. 10021.",40.7687419,-73.9597198,Manhattanville College,41.0304301,-73.7126803,1978,PSPB
3315,Manhattanville College,41.0304301,-73.7126803,North Shore Univ. Hospital,40.7761856,-73.7012865,1978,PSPB
3289,Harvard Medical School,42.3356311,-71.1041191,Princeton University,40.3439888,-74.6514481,1978,PSPB
3291,Claremont Graduate School,34.1040414,-117.7139694,University of Manitoba,49.8075008,-97.1366259,1978,PSPB
3295,The University of Alberta,53.5232189,-113.5263186,The University of Manitoba,49.8075008,-97.1366259,1978,PSPB
3298,Ohio State University-Lima,40.7372754,-84.0283463,State University of New York at Cortland,42.5919214,-76.1966228,1978,PSPB
3302,University of California Los Angeles,34.068921,-118.4451811,University of Missouri Kansas City,39.0335539,-94.5760259,1978,PSPB
3304,"Denver, Colorado",39.7392358,-104.990251,Lawrence University,44.2611716,-88.3989041,1978,PSPB
3305,Colorado State University,40.573436,-105.0865473,Pitzer College,34.1046624,-117.7047193,1978,PSPB
3307,Colorado State University,40.573436,-105.0865473,University of Hartford,41.7985989,-72.7140002,1978,PSPB
3319,"University of California, Los Angeles",34.068921,-118.4451811,University of Manitoba,49.8075008,-97.1366259,1978,PSPB
3288,Brandeis University,42.3654796,-71.2587009,Brandeis University,42.3654796,-71.2587009,1978,PSPB
3290,Purdue University,40.4237054,-86.9211946,Purdue University,40.4237054,-86.9211946,1978,PSPB
3292,"University of Illinois, Chicago",41.8697938,-87.6496336,"University of Illinois, Chicago",41.8697938,-87.6496336,1978,PSPB
3293,The University of Texas at Austin,30.2849185,-97.7340567,The University of Texas at Austin,30.2849185,-97.7340567,1978,PSPB
3294,University of Southern California,34.0223519,-118.285117,University of Southern California,34.0223519,-118.285117,1978,PSPB
3296,University of Notre Dame,41.7055716,-86.2353388,University of Notre Dame,41.7055716,-86.2353388,1978,PSPB
3297,Old Dominion University,36.8853217,-76.3058786,Old Dominion University,36.8853217,-76.3058786,1978,PSPB
3299,Arizona State University,33.4242399,-111.9280527,Arizona State University,33.4242399,-111.9280527,1978,PSPB
3300,State University of New York at Buffalo,43.0008093,-78.7889697,State University of New York at Buffalo,43.0008093,-78.7889697,1978,PSPB
3301,The Pennsylvania State University,40.7982133,-77.8599084,The Pennsylvania State University,40.7982133,-77.8599084,1978,PSPB
3303,Virginia Commonwealth University,37.5495048,-77.4509718,Virginia Commonwealth University,37.5495048,-77.4509718,1978,PSPB
3306,Rutgers University,40.5008186,-74.4473991,Rutgers University,40.5008186,-74.4473991,1978,PSPB
3308,Southern Illinois University at Carbondale,37.7100209,-89.2225941,Southern Illinois University at Carbondale,37.7100209,-89.2225941,1978,PSPB
3309,University of Utah,40.7649368,-111.8421021,University of Utah,40.7649368,-111.8421021,1978,PSPB
3310,Southern Illinois University at Carbondale,37.7100209,-89.2225941,Southern Illinois University at Carbondale,37.7100209,-89.2225941,1978,PSPB
3311,Boston University,42.3504997,-71.1053991,Boston University,42.3504997,-71.1053991,1978,PSPB
3312,Arizona State University,33.4242399,-111.9280527,Arizona State University,33.4242399,-111.9280527,1978,PSPB
3313,"University of California, Santa Cruz",36.9915847,-122.0582771,"University of California, Santa Cruz",36.9915847,-122.0582771,1978,PSPB
3314,Northwestern University,42.0564594,-87.675267,Northwestern University,42.0564594,-87.675267,1978,PSPB
3316,"York University, Toronto",43.7734535,-79.5018684,"York University, Toronto",43.7734535,-79.5018684,1978,PSPB
3317,Reed College,45.4816194,-122.630804,Reed College,45.4816194,-122.630804,1978,PSPB
3318,Harvard University,42.3770029,-71.1166601,Harvard University,42.3770029,-71.1166601,1978,PSPB
3320,Purdue University,40.4237054,-86.9211946,Purdue University,40.4237054,-86.9211946,1978,PSPB
3321,Wayne State University,42.3591388,-83.0665462,Wayne State University,42.3591388,-83.0665462,1978,PSPB
